,path,size,sensor,eye,id_number,gender
898,../NDIRIS_240x20/LG4000/left/NormalizedImages/05704d587_imno.bmp,240x20,LG4000,left,5704,0
899,../NDIRIS_240x20/LG4000/left/NormalizedImages/05839d102_imno.bmp,240x20,LG4000,left,5839,1
900,../NDIRIS_240x20/LG4000/left/NormalizedImages/05798d272_imno.bmp,240x20,LG4000,left,5798,0
901,../NDIRIS_240x20/LG4000/left/NormalizedImages/05522d312_imno.bmp,240x20,LG4000,left,5522,0
902,../NDIRIS_240x20/LG4000/left/NormalizedImages/05379d333_imno.bmp,240x20,LG4000,left,5379,1
903,../NDIRIS_240x20/LG4000/left/NormalizedImages/04815d1019_imno.bmp,240x20,LG4000,left,4815,1
904,../NDIRIS_240x20/LG4000/left/NormalizedImages/05651d219_imno.bmp,240x20,LG4000,left,5651,0
905,../NDIRIS_240x20/LG4000/left/NormalizedImages/04233d1945_imno.bmp,240x20,LG4000,left,4233,1
906,../NDIRIS_240x20/LG4000/left/NormalizedImages/04725d1173_imno.bmp,240x20,LG4000,left,4725,0
907,../NDIRIS_240x20/LG4000/left/NormalizedImages/05011d499_imno.bmp,240x20,LG4000,left,5011,1
908,../NDIRIS_240x20/LG4000/left/NormalizedImages/05723d150_imno.bmp,240x20,LG4000,left,5723,1
909,../NDIRIS_240x20/LG4000/left/NormalizedImages/05308d115_imno.bmp,240x20,LG4000,left,5308,1
910,../NDIRIS_240x20/LG4000/left/NormalizedImages/05448d115_imno.bmp,240x20,LG4000,left,5448,1
911,../NDIRIS_240x20/LG4000/left/NormalizedImages/05734d416_imno.bmp,240x20,LG4000,left,5734,1
912,../NDIRIS_240x20/LG4000/left/NormalizedImages/05015d654_imno.bmp,240x20,LG4000,left,5015,1
913,../NDIRIS_240x20/LG4000/left/NormalizedImages/05615d398_imno.bmp,240x20,LG4000,left,5615,1
914,../NDIRIS_240x20/LG4000/left/NormalizedImages/05754d80_imno.bmp,240x20,LG4000,left,5754,1
915,../NDIRIS_240x20/LG4000/left/NormalizedImages/05455d75_imno.bmp,240x20,LG4000,left,5455,0
916,../NDIRIS_240x20/LG4000/left/NormalizedImages/05450d536_imno.bmp,240x20,LG4000,left,5450,1
917,../NDIRIS_240x20/LG4000/left/NormalizedImages/05623d310_imno.bmp,240x20,LG4000,left,5623,0
918,../NDIRIS_240x20/LG4000/left/NormalizedImages/05314d572_imno.bmp,240x20,LG4000,left,5314,1
919,../NDIRIS_240x20/LG4000/left/NormalizedImages/05725d94_imno.bmp,240x20,LG4000,left,5725,1
920,../NDIRIS_240x20/LG4000/left/NormalizedImages/06063d61_imno.bmp,240x20,LG4000,left,6063,1
921,../NDIRIS_240x20/LG4000/left/NormalizedImages/05559d605_imno.bmp,240x20,LG4000,left,5559,1
922,../NDIRIS_240x20/LG4000/left/NormalizedImages/06098d46_imno.bmp,240x20,LG4000,left,6098,0
923,../NDIRIS_240x20/LG4000/left/NormalizedImages/05528d27_imno.bmp,240x20,LG4000,left,5528,0
924,../NDIRIS_240x20/LG4000/left/NormalizedImages/05671d261_imno.bmp,240x20,LG4000,left,5671,0
925,../NDIRIS_240x20/LG4000/left/NormalizedImages/06187d65_imno.bmp,240x20,LG4000,left,6187,1
926,../NDIRIS_240x20/LG4000/left/NormalizedImages/05623d338_imno.bmp,240x20,LG4000,left,5623,0
927,../NDIRIS_240x20/LG4000/left/NormalizedImages/05650d118_imno.bmp,240x20,LG4000,left,5650,0
928,../NDIRIS_240x20/LG4000/left/NormalizedImages/05568d152_imno.bmp,240x20,LG4000,left,5568,1
929,../NDIRIS_240x20/LG4000/left/NormalizedImages/05889d62_imno.bmp,240x20,LG4000,left,5889,1
930,../NDIRIS_240x20/LG4000/left/NormalizedImages/06098d184_imno.bmp,240x20,LG4000,left,6098,0
931,../NDIRIS_240x20/LG4000/left/NormalizedImages/05033d1537_imno.bmp,240x20,LG4000,left,5033,1
932,../NDIRIS_240x20/LG4000/left/NormalizedImages/05445d253_imno.bmp,240x20,LG4000,left,5445,1
933,../NDIRIS_240x20/LG4000/left/NormalizedImages/05749d33_imno.bmp,240x20,LG4000,left,5749,1
934,../NDIRIS_240x20/LG4000/left/NormalizedImages/05749d485_imno.bmp,240x20,LG4000,left,5749,1
935,../NDIRIS_240x20/LG4000/left/NormalizedImages/05530d207_imno.bmp,240x20,LG4000,left,5530,1
936,../NDIRIS_240x20/LG4000/left/NormalizedImages/05445d302_imno.bmp,240x20,LG4000,left,5445,1
937,../NDIRIS_240x20/LG4000/left/NormalizedImages/05940d36_imno.bmp,240x20,LG4000,left,5940,1
938,../NDIRIS_240x20/LG4000/left/NormalizedImages/05321d736_imno.bmp,240x20,LG4000,left,5321,0
939,../NDIRIS_240x20/LG4000/left/NormalizedImages/05415d551_imno.bmp,240x20,LG4000,left,5415,0
940,../NDIRIS_240x20/LG4000/left/NormalizedImages/05622d116_imno.bmp,240x20,LG4000,left,5622,0
941,../NDIRIS_240x20/LG4000/left/NormalizedImages/05723d187_imno.bmp,240x20,LG4000,left,5723,1
942,../NDIRIS_240x20/LG4000/left/NormalizedImages/05490d270_imno.bmp,240x20,LG4000,left,5490,0
943,../NDIRIS_240x20/LG4000/left/NormalizedImages/05608d121_imno.bmp,240x20,LG4000,left,5608,0
944,../NDIRIS_240x20/LG4000/left/NormalizedImages/06005d60_imno.bmp,240x20,LG4000,left,6005,1
945,../NDIRIS_240x20/LG4000/left/NormalizedImages/04252d414_imno.bmp,240x20,LG4000,left,4252,1
946,../NDIRIS_240x20/LG4000/left/NormalizedImages/05807d126_imno.bmp,240x20,LG4000,left,5807,1
947,../NDIRIS_240x20/LG4000/left/NormalizedImages/05321d537_imno.bmp,240x20,LG4000,left,5321,0
948,../NDIRIS_240x20/LG4000/left/NormalizedImages/05619d676_imno.bmp,240x20,LG4000,left,5619,0
949,../NDIRIS_240x20/LG4000/left/NormalizedImages/05450d881_imno.bmp,240x20,LG4000,left,5450,1
950,../NDIRIS_240x20/LG4000/left/NormalizedImages/05456d872_imno.bmp,240x20,LG4000,left,5456,0
951,../NDIRIS_240x20/LG4000/left/NormalizedImages/05737d100_imno.bmp,240x20,LG4000,left,5737,0
952,../NDIRIS_240x20/LG4000/left/NormalizedImages/06082d114_imno.bmp,240x20,LG4000,left,6082,1
953,../NDIRIS_240x20/LG4000/left/NormalizedImages/05907d357_imno.bmp,240x20,LG4000,left,5907,0
954,../NDIRIS_240x20/LG4000/left/NormalizedImages/05712d89_imno.bmp,240x20,LG4000,left,5712,1
955,../NDIRIS_240x20/LG4000/left/NormalizedImages/06128d1_imno.bmp,240x20,LG4000,left,6128,0
956,../NDIRIS_240x20/LG4000/left/NormalizedImages/05766d146_imno.bmp,240x20,LG4000,left,5766,1
957,../NDIRIS_240x20/LG4000/left/NormalizedImages/05728d114_imno.bmp,240x20,LG4000,left,5728,1
958,../NDIRIS_240x20/LG4000/left/NormalizedImages/05608d424_imno.bmp,240x20,LG4000,left,5608,0
959,../NDIRIS_240x20/LG4000/left/NormalizedImages/06129d5_imno.bmp,240x20,LG4000,left,6129,0
960,../NDIRIS_240x20/LG4000/left/NormalizedImages/05432d193_imno.bmp,240x20,LG4000,left,5432,1
961,../NDIRIS_240x20/LG4000/left/NormalizedImages/05714d580_imno.bmp,240x20,LG4000,left,5714,1
962,../NDIRIS_240x20/LG4000/left/NormalizedImages/05305d138_imno.bmp,240x20,LG4000,left,5305,1
963,../NDIRIS_240x20/LG4000/left/NormalizedImages/05673d204_imno.bmp,240x20,LG4000,left,5673,0
964,../NDIRIS_240x20/LG4000/left/NormalizedImages/05406d278_imno.bmp,240x20,LG4000,left,5406,1
965,../NDIRIS_240x20/LG4000/left/NormalizedImages/05705d47_imno.bmp,240x20,LG4000,left,5705,0
966,../NDIRIS_240x20/LG4000/left/NormalizedImages/05405d116_imno.bmp,240x20,LG4000,left,5405,1
967,../NDIRIS_240x20/LG4000/left/NormalizedImages/05636d342_imno.bmp,240x20,LG4000,left,5636,0
968,../NDIRIS_240x20/LG4000/left/NormalizedImages/05271d327_imno.bmp,240x20,LG4000,left,5271,0
969,../NDIRIS_240x20/LG4000/left/NormalizedImages/06023d209_imno.bmp,240x20,LG4000,left,6023,0
970,../NDIRIS_240x20/LG4000/left/NormalizedImages/05822d150_imno.bmp,240x20,LG4000,left,5822,1
971,../NDIRIS_240x20/LG4000/left/NormalizedImages/05606d128_imno.bmp,240x20,LG4000,left,5606,0
972,../NDIRIS_240x20/LG4000/left/NormalizedImages/05661d264_imno.bmp,240x20,LG4000,left,5661,0
973,../NDIRIS_240x20/LG4000/left/NormalizedImages/05805d425_imno.bmp,240x20,LG4000,left,5805,1
974,../NDIRIS_240x20/LG4000/left/NormalizedImages/05368d254_imno.bmp,240x20,LG4000,left,5368,0
975,../NDIRIS_240x20/LG4000/left/NormalizedImages/05846d108_imno.bmp,240x20,LG4000,left,5846,0
976,../NDIRIS_240x20/LG4000/left/NormalizedImages/05833d377_imno.bmp,240x20,LG4000,left,5833,1
977,../NDIRIS_240x20/LG4000/left/NormalizedImages/05611d95_imno.bmp,240x20,LG4000,left,5611,0
978,../NDIRIS_240x20/LG4000/left/NormalizedImages/05694d5_imno.bmp,240x20,LG4000,left,5694,0
979,../NDIRIS_240x20/LG4000/left/NormalizedImages/05815d505_imno.bmp,240x20,LG4000,left,5815,0
980,../NDIRIS_240x20/LG4000/left/NormalizedImages/05615d405_imno.bmp,240x20,LG4000,left,5615,1
981,../NDIRIS_240x20/LG4000/left/NormalizedImages/05713d64_imno.bmp,240x20,LG4000,left,5713,1
982,../NDIRIS_240x20/LG4000/left/NormalizedImages/04233d1721_imno.bmp,240x20,LG4000,left,4233,1
983,../NDIRIS_240x20/LG4000/left/NormalizedImages/05670d600_imno.bmp,240x20,LG4000,left,5670,1
984,../NDIRIS_240x20/LG4000/left/NormalizedImages/05966d21_imno.bmp,240x20,LG4000,left,5966,0
985,../NDIRIS_240x20/LG4000/left/NormalizedImages/05565d84_imno.bmp,240x20,LG4000,left,5565,1
986,../NDIRIS_240x20/LG4000/left/NormalizedImages/05668d329_imno.bmp,240x20,LG4000,left,5668,1
987,../NDIRIS_240x20/LG4000/left/NormalizedImages/05623d371_imno.bmp,240x20,LG4000,left,5623,0
988,../NDIRIS_240x20/LG4000/left/NormalizedImages/05244d422_imno.bmp,240x20,LG4000,left,5244,1
989,../NDIRIS_240x20/LG4000/left/NormalizedImages/05301d532_imno.bmp,240x20,LG4000,left,5301,0
990,../NDIRIS_240x20/LG4000/left/NormalizedImages/06100d135_imno.bmp,240x20,LG4000,left,6100,1
991,../NDIRIS_240x20/LG4000/left/NormalizedImages/05832d279_imno.bmp,240x20,LG4000,left,5832,0
992,../NDIRIS_240x20/LG4000/left/NormalizedImages/05907d102_imno.bmp,240x20,LG4000,left,5907,0
993,../NDIRIS_240x20/LG4000/left/NormalizedImages/05542d414_imno.bmp,240x20,LG4000,left,5542,0
994,../NDIRIS_240x20/LG4000/left/NormalizedImages/04649d281_imno.bmp,240x20,LG4000,left,4649,0
995,../NDIRIS_240x20/LG4000/left/NormalizedImages/06266d1_imno.bmp,240x20,LG4000,left,6266,0
996,../NDIRIS_240x20/LG4000/left/NormalizedImages/05645d63_imno.bmp,240x20,LG4000,left,5645,1
997,../NDIRIS_240x20/LG4000/left/NormalizedImages/05954d119_imno.bmp,240x20,LG4000,left,5954,0
998,../NDIRIS_240x20/LG4000/left/NormalizedImages/06107d65_imno.bmp,240x20,LG4000,left,6107,0
999,../NDIRIS_240x20/LG4000/left/NormalizedImages/05848d338_imno.bmp,240x20,LG4000,left,5848,0
1000,../NDIRIS_240x20/LG4000/left/NormalizedImages/05629d356_imno.bmp,240x20,LG4000,left,5629,0
1001,../NDIRIS_240x20/LG4000/left/NormalizedImages/05268d78_imno.bmp,240x20,LG4000,left,5268,1
1002,../NDIRIS_240x20/LG4000/left/NormalizedImages/06101d36_imno.bmp,240x20,LG4000,left,6101,1
1003,../NDIRIS_240x20/LG4000/left/NormalizedImages/05663d698_imno.bmp,240x20,LG4000,left,5663,1
1004,../NDIRIS_240x20/LG4000/left/NormalizedImages/05310d717_imno.bmp,240x20,LG4000,left,5310,1
1005,../NDIRIS_240x20/LG4000/left/NormalizedImages/05733d397_imno.bmp,240x20,LG4000,left,5733,1
1006,../NDIRIS_240x20/LG4000/left/NormalizedImages/05460d80_imno.bmp,240x20,LG4000,left,5460,1
1007,../NDIRIS_240x20/LG4000/left/NormalizedImages/05465d309_imno.bmp,240x20,LG4000,left,5465,0
1008,../NDIRIS_240x20/LG4000/left/NormalizedImages/05406d117_imno.bmp,240x20,LG4000,left,5406,1
1009,../NDIRIS_240x20/LG4000/left/NormalizedImages/05306d91_imno.bmp,240x20,LG4000,left,5306,1
1010,../NDIRIS_240x20/LG4000/left/NormalizedImages/05432d823_imno.bmp,240x20,LG4000,left,5432,1
1011,../NDIRIS_240x20/LG4000/left/NormalizedImages/06065d85_imno.bmp,240x20,LG4000,left,6065,0
1012,../NDIRIS_240x20/LG4000/left/NormalizedImages/05609d297_imno.bmp,240x20,LG4000,left,5609,1
1013,../NDIRIS_240x20/LG4000/left/NormalizedImages/05486d400_imno.bmp,240x20,LG4000,left,5486,0
1014,../NDIRIS_240x20/LG4000/left/NormalizedImages/06093d176_imno.bmp,240x20,LG4000,left,6093,0
1015,../NDIRIS_240x20/LG4000/left/NormalizedImages/06059d58_imno.bmp,240x20,LG4000,left,6059,0
1016,../NDIRIS_240x20/LG4000/left/NormalizedImages/05807d151_imno.bmp,240x20,LG4000,left,5807,1
1017,../NDIRIS_240x20/LG4000/left/NormalizedImages/06114d5_imno.bmp,240x20,LG4000,left,6114,0
1018,../NDIRIS_240x20/LG4000/left/NormalizedImages/05761d436_imno.bmp,240x20,LG4000,left,5761,0
1019,../NDIRIS_240x20/LG4000/left/NormalizedImages/05246d374_imno.bmp,240x20,LG4000,left,5246,1
1020,../NDIRIS_240x20/LG4000/left/NormalizedImages/05530d467_imno.bmp,240x20,LG4000,left,5530,1
1021,../NDIRIS_240x20/LG4000/left/NormalizedImages/05668d121_imno.bmp,240x20,LG4000,left,5668,1
1022,../NDIRIS_240x20/LG4000/left/NormalizedImages/05847d56_imno.bmp,240x20,LG4000,left,5847,0
1023,../NDIRIS_240x20/LG4000/left/NormalizedImages/06191d5_imno.bmp,240x20,LG4000,left,6191,1
1024,../NDIRIS_240x20/LG4000/left/NormalizedImages/05664d35_imno.bmp,240x20,LG4000,left,5664,0
1025,../NDIRIS_240x20/LG4000/left/NormalizedImages/05463d975_imno.bmp,240x20,LG4000,left,5463,0
1026,../NDIRIS_240x20/LG4000/left/NormalizedImages/05503d74_imno.bmp,240x20,LG4000,left,5503,1
1027,../NDIRIS_240x20/LG4000/left/NormalizedImages/05834d172_imno.bmp,240x20,LG4000,left,5834,1
1028,../NDIRIS_240x20/LG4000/left/NormalizedImages/06112d3_imno.bmp,240x20,LG4000,left,6112,1
1029,../NDIRIS_240x20/LG4000/left/NormalizedImages/05664d139_imno.bmp,240x20,LG4000,left,5664,0
1030,../NDIRIS_240x20/LG4000/left/NormalizedImages/06139d44_imno.bmp,240x20,LG4000,left,6139,0
1031,../NDIRIS_240x20/LG4000/left/NormalizedImages/05749d213_imno.bmp,240x20,LG4000,left,5749,1
1032,../NDIRIS_240x20/LG4000/left/NormalizedImages/05827d233_imno.bmp,240x20,LG4000,left,5827,0
1033,../NDIRIS_240x20/LG4000/left/NormalizedImages/05942d117_imno.bmp,240x20,LG4000,left,5942,0
1034,../NDIRIS_240x20/LG4000/left/NormalizedImages/06245d31_imno.bmp,240x20,LG4000,left,6245,0
1035,../NDIRIS_240x20/LG4000/left/NormalizedImages/05650d368_imno.bmp,240x20,LG4000,left,5650,0
1036,../NDIRIS_240x20/LG4000/left/NormalizedImages/05501d753_imno.bmp,240x20,LG4000,left,5501,0
1037,../NDIRIS_240x20/LG4000/left/NormalizedImages/05787d289_imno.bmp,240x20,LG4000,left,5787,1
1038,../NDIRIS_240x20/LG4000/left/NormalizedImages/05616d417_imno.bmp,240x20,LG4000,left,5616,1
1039,../NDIRIS_240x20/LG4000/left/NormalizedImages/06030d131_imno.bmp,240x20,LG4000,left,6030,1
1040,../NDIRIS_240x20/LG4000/left/NormalizedImages/05833d219_imno.bmp,240x20,LG4000,left,5833,1
1041,../NDIRIS_240x20/LG4000/left/NormalizedImages/04385d2149_imno.bmp,240x20,LG4000,left,4385,0
1042,../NDIRIS_240x20/LG4000/left/NormalizedImages/05664d810_imno.bmp,240x20,LG4000,left,5664,0
1043,../NDIRIS_240x20/LG4000/left/NormalizedImages/05964d26_imno.bmp,240x20,LG4000,left,5964,1
1044,../NDIRIS_240x20/LG4000/left/NormalizedImages/05344d246_imno.bmp,240x20,LG4000,left,5344,0
1045,../NDIRIS_240x20/LG4000/left/NormalizedImages/05288d222_imno.bmp,240x20,LG4000,left,5288,1
1046,../NDIRIS_240x20/LG4000/left/NormalizedImages/05473d277_imno.bmp,240x20,LG4000,left,5473,1
1047,../NDIRIS_240x20/LG4000/left/NormalizedImages/05301d335_imno.bmp,240x20,LG4000,left,5301,0
1048,../NDIRIS_240x20/LG4000/left/NormalizedImages/05366d493_imno.bmp,240x20,LG4000,left,5366,1
1049,../NDIRIS_240x20/LG4000/left/NormalizedImages/05922d118_imno.bmp,240x20,LG4000,left,5922,1
1050,../NDIRIS_240x20/LG4000/left/NormalizedImages/05734d182_imno.bmp,240x20,LG4000,left,5734,1
1051,../NDIRIS_240x20/LG4000/left/NormalizedImages/05724d439_imno.bmp,240x20,LG4000,left,5724,0
1052,../NDIRIS_240x20/LG4000/left/NormalizedImages/05822d199_imno.bmp,240x20,LG4000,left,5822,1
1053,../NDIRIS_240x20/LG4000/left/NormalizedImages/05562d47_imno.bmp,240x20,LG4000,left,5562,0
1054,../NDIRIS_240x20/LG4000/left/NormalizedImages/05248d913_imno.bmp,240x20,LG4000,left,5248,0
1055,../NDIRIS_240x20/LG4000/left/NormalizedImages/05966d86_imno.bmp,240x20,LG4000,left,5966,0
1056,../NDIRIS_240x20/LG4000/left/NormalizedImages/05403d28_imno.bmp,240x20,LG4000,left,5403,0
1057,../NDIRIS_240x20/LG4000/left/NormalizedImages/06013d136_imno.bmp,240x20,LG4000,left,6013,1
1058,../NDIRIS_240x20/LG4000/left/NormalizedImages/05760d92_imno.bmp,240x20,LG4000,left,5760,1
1059,../NDIRIS_240x20/LG4000/left/NormalizedImages/05823d72_imno.bmp,240x20,LG4000,left,5823,1
1060,../NDIRIS_240x20/LG4000/left/NormalizedImages/05644d246_imno.bmp,240x20,LG4000,left,5644,1
1061,../NDIRIS_240x20/LG4000/left/NormalizedImages/05288d205_imno.bmp,240x20,LG4000,left,5288,1
1062,../NDIRIS_240x20/LG4000/left/NormalizedImages/05582d240_imno.bmp,240x20,LG4000,left,5582,1
1063,../NDIRIS_240x20/LG4000/left/NormalizedImages/05612d149_imno.bmp,240x20,LG4000,left,5612,1
1064,../NDIRIS_240x20/LG4000/left/NormalizedImages/05618d755_imno.bmp,240x20,LG4000,left,5618,1
1065,../NDIRIS_240x20/LG4000/left/NormalizedImages/05405d132_imno.bmp,240x20,LG4000,left,5405,1
1066,../NDIRIS_240x20/LG4000/left/NormalizedImages/06002d58_imno.bmp,240x20,LG4000,left,6002,0
1067,../NDIRIS_240x20/LG4000/left/NormalizedImages/05317d532_imno.bmp,240x20,LG4000,left,5317,1
1068,../NDIRIS_240x20/LG4000/left/NormalizedImages/05622d378_imno.bmp,240x20,LG4000,left,5622,0
1069,../NDIRIS_240x20/LG4000/left/NormalizedImages/06069d58_imno.bmp,240x20,LG4000,left,6069,1
1070,../NDIRIS_240x20/LG4000/left/NormalizedImages/05455d796_imno.bmp,240x20,LG4000,left,5455,0
1071,../NDIRIS_240x20/LG4000/left/NormalizedImages/05460d262_imno.bmp,240x20,LG4000,left,5460,1
1072,../NDIRIS_240x20/LG4000/left/NormalizedImages/05268d14_imno.bmp,240x20,LG4000,left,5268,1
1073,../NDIRIS_240x20/LG4000/left/NormalizedImages/06009d139_imno.bmp,240x20,LG4000,left,6009,1
1074,../NDIRIS_240x20/LG4000/left/NormalizedImages/05637d463_imno.bmp,240x20,LG4000,left,5637,1
1075,../NDIRIS_240x20/LG4000/left/NormalizedImages/05489d70_imno.bmp,240x20,LG4000,left,5489,0
1076,../NDIRIS_240x20/LG4000/left/NormalizedImages/05379d237_imno.bmp,240x20,LG4000,left,5379,1
1077,../NDIRIS_240x20/LG4000/left/NormalizedImages/05728d84_imno.bmp,240x20,LG4000,left,5728,1
1078,../NDIRIS_240x20/LG4000/left/NormalizedImages/05668d93_imno.bmp,240x20,LG4000,left,5668,1
1079,../NDIRIS_240x20/LG4000/left/NormalizedImages/05734d242_imno.bmp,240x20,LG4000,left,5734,1
1080,../NDIRIS_240x20/LG4000/left/NormalizedImages/05936d136_imno.bmp,240x20,LG4000,left,5936,0
1081,../NDIRIS_240x20/LG4000/left/NormalizedImages/05513d424_imno.bmp,240x20,LG4000,left,5513,1
1082,../NDIRIS_240x20/LG4000/left/NormalizedImages/06044d88_imno.bmp,240x20,LG4000,left,6044,1
1083,../NDIRIS_240x20/LG4000/left/NormalizedImages/06051d57_imno.bmp,240x20,LG4000,left,6051,1
1084,../NDIRIS_240x20/LG4000/left/NormalizedImages/06002d123_imno.bmp,240x20,LG4000,left,6002,0
1085,../NDIRIS_240x20/LG4000/left/NormalizedImages/05518d263_imno.bmp,240x20,LG4000,left,5518,0
1086,../NDIRIS_240x20/LG4000/left/NormalizedImages/05293d203_imno.bmp,240x20,LG4000,left,5293,1
1087,../NDIRIS_240x20/LG4000/left/NormalizedImages/05766d559_imno.bmp,240x20,LG4000,left,5766,1
1088,../NDIRIS_240x20/LG4000/left/NormalizedImages/05465d586_imno.bmp,240x20,LG4000,left,5465,0
1089,../NDIRIS_240x20/LG4000/left/NormalizedImages/05344d156_imno.bmp,240x20,LG4000,left,5344,0
1090,../NDIRIS_240x20/LG4000/left/NormalizedImages/05408d718_imno.bmp,240x20,LG4000,left,5408,1
1091,../NDIRIS_240x20/LG4000/left/NormalizedImages/05724d497_imno.bmp,240x20,LG4000,left,5724,0
1092,../NDIRIS_240x20/LG4000/left/NormalizedImages/05028d678_imno.bmp,240x20,LG4000,left,5028,0
1093,../NDIRIS_240x20/LG4000/left/NormalizedImages/05683d201_imno.bmp,240x20,LG4000,left,5683,0
1094,../NDIRIS_240x20/LG4000/left/NormalizedImages/05442d194_imno.bmp,240x20,LG4000,left,5442,1
1095,../NDIRIS_240x20/LG4000/left/NormalizedImages/06050d48_imno.bmp,240x20,LG4000,left,6050,1
1096,../NDIRIS_240x20/LG4000/left/NormalizedImages/05450d80_imno.bmp,240x20,LG4000,left,5450,1
1097,../NDIRIS_240x20/LG4000/left/NormalizedImages/05594d358_imno.bmp,240x20,LG4000,left,5594,0
1098,../NDIRIS_240x20/LG4000/left/NormalizedImages/04870d1133_imno.bmp,240x20,LG4000,left,4870,1
1099,../NDIRIS_240x20/LG4000/left/NormalizedImages/05618d787_imno.bmp,240x20,LG4000,left,5618,1
1100,../NDIRIS_240x20/LG4000/left/NormalizedImages/05485d94_imno.bmp,240x20,LG4000,left,5485,0
1101,../NDIRIS_240x20/LG4000/left/NormalizedImages/05831d462_imno.bmp,240x20,LG4000,left,5831,0
1102,../NDIRIS_240x20/LG4000/left/NormalizedImages/05707d106_imno.bmp,240x20,LG4000,left,5707,1
1103,../NDIRIS_240x20/LG4000/left/NormalizedImages/05893d66_imno.bmp,240x20,LG4000,left,5893,0
1104,../NDIRIS_240x20/LG4000/left/NormalizedImages/05373d77_imno.bmp,240x20,LG4000,left,5373,0
1105,../NDIRIS_240x20/LG4000/left/NormalizedImages/05491d392_imno.bmp,240x20,LG4000,left,5491,1
1106,../NDIRIS_240x20/LG4000/left/NormalizedImages/05484d131_imno.bmp,240x20,LG4000,left,5484,0
1107,../NDIRIS_240x20/LG4000/left/NormalizedImages/05524d16_imno.bmp,240x20,LG4000,left,5524,1
1108,../NDIRIS_240x20/LG4000/left/NormalizedImages/05246d302_imno.bmp,240x20,LG4000,left,5246,1
1109,../NDIRIS_240x20/LG4000/left/NormalizedImages/04233d1855_imno.bmp,240x20,LG4000,left,4233,1
1110,../NDIRIS_240x20/LG4000/left/NormalizedImages/05829d62_imno.bmp,240x20,LG4000,left,5829,1
1111,../NDIRIS_240x20/LG4000/left/NormalizedImages/05473d63_imno.bmp,240x20,LG4000,left,5473,1
1112,../NDIRIS_240x20/LG4000/left/NormalizedImages/05450d1014_imno.bmp,240x20,LG4000,left,5450,1
1113,../NDIRIS_240x20/LG4000/left/NormalizedImages/05809d402_imno.bmp,240x20,LG4000,left,5809,1
1114,../NDIRIS_240x20/LG4000/left/NormalizedImages/04327d2164_imno.bmp,240x20,LG4000,left,4327,0
1115,../NDIRIS_240x20/LG4000/left/NormalizedImages/05492d205_imno.bmp,240x20,LG4000,left,5492,1
1116,../NDIRIS_240x20/LG4000/left/NormalizedImages/05680d595_imno.bmp,240x20,LG4000,left,5680,1
1117,../NDIRIS_240x20/LG4000/left/NormalizedImages/05473d242_imno.bmp,240x20,LG4000,left,5473,1
1118,../NDIRIS_240x20/LG4000/left/NormalizedImages/06007d53_imno.bmp,240x20,LG4000,left,6007,0
1119,../NDIRIS_240x20/LG4000/left/NormalizedImages/05367d436_imno.bmp,240x20,LG4000,left,5367,0
1120,../NDIRIS_240x20/LG4000/left/NormalizedImages/05596d321_imno.bmp,240x20,LG4000,left,5596,0
1121,../NDIRIS_240x20/LG4000/left/NormalizedImages/05810d169_imno.bmp,240x20,LG4000,left,5810,1
1122,../NDIRIS_240x20/LG4000/left/NormalizedImages/05650d298_imno.bmp,240x20,LG4000,left,5650,0
1123,../NDIRIS_240x20/LG4000/left/NormalizedImages/05233d385_imno.bmp,240x20,LG4000,left,5233,1
1124,../NDIRIS_240x20/LG4000/left/NormalizedImages/05337d466_imno.bmp,240x20,LG4000,left,5337,1
1125,../NDIRIS_240x20/LG4000/left/NormalizedImages/06196d31_imno.bmp,240x20,LG4000,left,6196,0
1126,../NDIRIS_240x20/LG4000/left/NormalizedImages/05531d551_imno.bmp,240x20,LG4000,left,5531,1
1127,../NDIRIS_240x20/LG4000/left/NormalizedImages/06055d165_imno.bmp,240x20,LG4000,left,6055,1
1128,../NDIRIS_240x20/LG4000/left/NormalizedImages/04917d1229_imno.bmp,240x20,LG4000,left,4917,1
1129,../NDIRIS_240x20/LG4000/left/NormalizedImages/06116d86_imno.bmp,240x20,LG4000,left,6116,1
1130,../NDIRIS_240x20/LG4000/left/NormalizedImages/05492d35_imno.bmp,240x20,LG4000,left,5492,1
1131,../NDIRIS_240x20/LG4000/left/NormalizedImages/05734d272_imno.bmp,240x20,LG4000,left,5734,1
1132,../NDIRIS_240x20/LG4000/left/NormalizedImages/05937d126_imno.bmp,240x20,LG4000,left,5937,0
1133,../NDIRIS_240x20/LG4000/left/NormalizedImages/05932d24_imno.bmp,240x20,LG4000,left,5932,1
1134,../NDIRIS_240x20/LG4000/left/NormalizedImages/05497d28_imno.bmp,240x20,LG4000,left,5497,1
1135,../NDIRIS_240x20/LG4000/left/NormalizedImages/05501d420_imno.bmp,240x20,LG4000,left,5501,0
1136,../NDIRIS_240x20/LG4000/left/NormalizedImages/05284d386_imno.bmp,240x20,LG4000,left,5284,1
1137,../NDIRIS_240x20/LG4000/left/NormalizedImages/05316d51_imno.bmp,240x20,LG4000,left,5316,1
1138,../NDIRIS_240x20/LG4000/left/NormalizedImages/06122d65_imno.bmp,240x20,LG4000,left,6122,1
1139,../NDIRIS_240x20/LG4000/left/NormalizedImages/05463d217_imno.bmp,240x20,LG4000,left,5463,0
