,dataset,filename,result
498,left_240x20_irisbee,05733d496-normalized.ppm,2
499,left_240x20_irisbee,06549d46-normalized.ppm,2
500,left_240x20_irisbee,90372d3-normalized.ppm,0
501,left_240x20_irisbee,06605d2-normalized.ppm,1
502,left_240x20_irisbee,06096d334-normalized.ppm,2
503,left_240x20_irisbee,06486d410-normalized.ppm,2
504,left_240x20_irisbee,05443d28-normalized.ppm,1
505,left_240x20_irisbee,05465d143-normalized.ppm,1
506,left_240x20_irisbee,05820d37-normalized.ppm,2
507,left_240x20_irisbee,04418d660-normalized.ppm,2
508,left_240x20_irisbee,06264d5-normalized.ppm,1
509,left_240x20_irisbee,05461d132-normalized.ppm,1
510,left_240x20_irisbee,90248d74-normalized.ppm,1
511,left_240x20_irisbee,06644d88-normalized.ppm,2
512,left_240x20_irisbee,90260d83-normalized.ppm,2
513,left_240x20_irisbee,05565d114-normalized.ppm,1
514,left_240x20_irisbee,05860d37-normalized.ppm,1
515,left_240x20_irisbee,05699d33-normalized.ppm,0
516,left_240x20_irisbee,06611d355-normalized.ppm,1
517,left_240x20_irisbee,05953d377-normalized.ppm,2
518,left_240x20_irisbee,06051d475-normalized.ppm,1
519,left_240x20_irisbee,05659d35-normalized.ppm,2
520,left_240x20_irisbee,05647d146-normalized.ppm,1
521,left_240x20_irisbee,06319d194-normalized.ppm,2
522,left_240x20_irisbee,05215d74-normalized.ppm,2
523,left_240x20_irisbee,06504d81-normalized.ppm,2
524,left_240x20_irisbee,05334d3-normalized.ppm,1
525,left_240x20_irisbee,06342d146-normalized.ppm,2
526,left_240x20_irisbee,06686d78-normalized.ppm,2
527,left_240x20_irisbee,05474d31-normalized.ppm,2
528,left_240x20_irisbee,05477d235-normalized.ppm,1
529,left_240x20_irisbee,06230d1-normalized.ppm,2
530,left_240x20_irisbee,06455d37-normalized.ppm,2
531,left_240x20_irisbee,90309d3-normalized.ppm,2
532,left_240x20_irisbee,05700d51-normalized.ppm,2
533,left_240x20_irisbee,06128d429-normalized.ppm,2
534,left_240x20_irisbee,06443d3-normalized.ppm,2
535,left_240x20_irisbee,06552d45-normalized.ppm,2
536,left_240x20_irisbee,06014d60-normalized.ppm,1
537,left_240x20_irisbee,06120d1-normalized.ppm,1
538,left_240x20_irisbee,06271d5-normalized.ppm,2
539,left_240x20_irisbee,06061d760-normalized.ppm,0
540,left_240x20_irisbee,05778d1-normalized.ppm,2
541,left_240x20_irisbee,05935d16-normalized.ppm,2
542,left_240x20_irisbee,06639d92-normalized.ppm,2
543,left_240x20_irisbee,05379d889-normalized.ppm,0
544,left_240x20_irisbee,06400d3-normalized.ppm,2
545,left_240x20_irisbee,05439d30-normalized.ppm,2
546,left_240x20_irisbee,90418d3-normalized.ppm,0
547,left_240x20_irisbee,90101d43-normalized.ppm,2
548,left_240x20_irisbee,05834d135-normalized.ppm,0
549,left_240x20_irisbee,05878d62-normalized.ppm,1
550,left_240x20_irisbee,05849d359-normalized.ppm,1
551,left_240x20_irisbee,05490d467-normalized.ppm,2
552,left_240x20_irisbee,06633d192-normalized.ppm,1
553,left_240x20_irisbee,05573d16-normalized.ppm,2
554,left_240x20_irisbee,06532d390-normalized.ppm,0
555,left_240x20_irisbee,05187d345-normalized.ppm,1
556,left_240x20_irisbee,90388d3-normalized.ppm,2
557,left_240x20_irisbee,05749d217-normalized.ppm,2
558,left_240x20_irisbee,05615d398-normalized.ppm,2
559,left_240x20_irisbee,06433d3-normalized.ppm,2
560,left_240x20_irisbee,06569d2-normalized.ppm,1
561,left_240x20_irisbee,05786d67-normalized.ppm,2
562,left_240x20_irisbee,06564d389-normalized.ppm,2
563,left_240x20_irisbee,06151d30-normalized.ppm,2
564,left_240x20_irisbee,06688d77-normalized.ppm,2
565,left_240x20_irisbee,06049d115-normalized.ppm,2
566,left_240x20_irisbee,06197d3-normalized.ppm,1
567,left_240x20_irisbee,90400d1-normalized.ppm,2
568,left_240x20_irisbee,05554d16-normalized.ppm,2
569,left_240x20_irisbee,06145d33-normalized.ppm,2
570,left_240x20_irisbee,02463d2294-normalized.ppm,0
571,left_240x20_irisbee,05971d42-normalized.ppm,2
572,left_240x20_irisbee,06192d57-normalized.ppm,2
573,left_240x20_irisbee,05861d77-normalized.ppm,2
574,left_240x20_irisbee,06162d5-normalized.ppm,2
575,left_240x20_irisbee,06329d278-normalized.ppm,2
576,left_240x20_irisbee,90441d1-normalized.ppm,2
577,left_240x20_irisbee,06595d378-normalized.ppm,1
578,left_240x20_irisbee,05651d211-normalized.ppm,2
579,left_240x20_irisbee,90409d3-normalized.ppm,1
580,left_240x20_irisbee,06337d3-normalized.ppm,0
581,left_240x20_irisbee,05752d520-normalized.ppm,1
582,left_240x20_irisbee,90470d3-normalized.ppm,0
583,left_240x20_irisbee,06079d423-normalized.ppm,2
584,left_240x20_irisbee,05804d854-normalized.ppm,1
585,left_240x20_irisbee,06003d229-normalized.ppm,0
586,left_240x20_irisbee,05656d63-normalized.ppm,2
587,left_240x20_irisbee,05992d50-normalized.ppm,1
588,left_240x20_irisbee,90393d1-normalized.ppm,2
589,left_240x20_irisbee,05374d40-normalized.ppm,2
590,left_240x20_irisbee,06075d44-normalized.ppm,0
591,left_240x20_irisbee,05776d3-normalized.ppm,2
592,left_240x20_irisbee,90110d30-normalized.ppm,2
593,left_240x20_irisbee,06448d633-normalized.ppm,1
594,left_240x20_irisbee,90424d1-normalized.ppm,2
595,left_240x20_irisbee,06496d443-normalized.ppm,2
596,left_240x20_irisbee,05755d15-normalized.ppm,1
597,left_240x20_irisbee,90355d1-normalized.ppm,0
598,left_240x20_irisbee,90389d3-normalized.ppm,2
599,left_240x20_irisbee,06143d5-normalized.ppm,1
600,left_240x20_irisbee,06460d346-normalized.ppm,1
601,left_240x20_irisbee,06560d42-normalized.ppm,2
602,left_240x20_irisbee,05623d342-normalized.ppm,0
603,left_240x20_irisbee,05271d823-normalized.ppm,2
604,left_240x20_irisbee,06411d140-normalized.ppm,1
605,left_240x20_irisbee,06680d89-normalized.ppm,2
606,left_240x20_irisbee,05466d179-normalized.ppm,2
607,left_240x20_irisbee,05967d12-normalized.ppm,1
608,left_240x20_irisbee,05456d870-normalized.ppm,2
609,left_240x20_irisbee,05543d77-normalized.ppm,2
610,left_240x20_irisbee,05367d428-normalized.ppm,2
611,left_240x20_irisbee,06025d43-normalized.ppm,1
612,left_240x20_irisbee,06423d1-normalized.ppm,1
613,left_240x20_irisbee,90371d1-normalized.ppm,0
614,left_240x20_irisbee,90362d3-normalized.ppm,1
615,left_240x20_irisbee,06196d35-normalized.ppm,1
616,left_240x20_irisbee,05564d13-normalized.ppm,1
617,left_240x20_irisbee,05912d604-normalized.ppm,1
618,left_240x20_irisbee,06418d1-normalized.ppm,2
619,left_240x20_irisbee,05661d669-normalized.ppm,1
620,left_240x20_irisbee,05505d263-normalized.ppm,2
621,left_240x20_irisbee,06676d70-normalized.ppm,2
622,left_240x20_irisbee,90308d3-normalized.ppm,0
623,left_240x20_irisbee,06046d58-normalized.ppm,2
624,left_240x20_irisbee,05511d106-normalized.ppm,2
625,left_240x20_irisbee,06351d16-normalized.ppm,2
626,left_240x20_irisbee,05559d49-normalized.ppm,1
627,left_240x20_irisbee,06093d174-normalized.ppm,2
628,left_240x20_irisbee,06041d58-normalized.ppm,1
629,left_240x20_irisbee,06313d30-normalized.ppm,1
630,left_240x20_irisbee,05750d78-normalized.ppm,1
631,left_240x20_irisbee,05488d28-normalized.ppm,2
632,left_240x20_irisbee,05931d16-normalized.ppm,2
633,left_240x20_irisbee,06407d1-normalized.ppm,1
634,left_240x20_irisbee,06042d39-normalized.ppm,2
635,left_240x20_irisbee,05642d177-normalized.ppm,2
636,left_240x20_irisbee,06711d91-normalized.ppm,2
637,left_240x20_irisbee,05415d1719-normalized.ppm,0
638,left_240x20_irisbee,06171d5-normalized.ppm,1
639,left_240x20_irisbee,05678d239-normalized.ppm,1
640,left_240x20_irisbee,06716d43-normalized.ppm,2
641,left_240x20_irisbee,06685d75-normalized.ppm,2
642,left_240x20_irisbee,06381d3-normalized.ppm,2
643,left_240x20_irisbee,05553d13-normalized.ppm,0
644,left_240x20_irisbee,05483d31-normalized.ppm,1
645,left_240x20_irisbee,06078d42-normalized.ppm,1
646,left_240x20_irisbee,05790d14-normalized.ppm,1
647,left_240x20_irisbee,06055d109-normalized.ppm,1
648,left_240x20_irisbee,06471d93-normalized.ppm,2
649,left_240x20_irisbee,90262d85-normalized.ppm,2
650,left_240x20_irisbee,06626d95-normalized.ppm,2
651,left_240x20_irisbee,05052d209-normalized.ppm,2
652,left_240x20_irisbee,06405d76-normalized.ppm,2
653,left_240x20_irisbee,05965d12-normalized.ppm,1
654,left_240x20_irisbee,05832d315-normalized.ppm,1
655,left_240x20_irisbee,90379d3-normalized.ppm,1
656,left_240x20_irisbee,05664d748-normalized.ppm,1
657,left_240x20_irisbee,06450d29-normalized.ppm,2
658,left_240x20_irisbee,06700d61-normalized.ppm,2
659,left_240x20_irisbee,05902d64-normalized.ppm,1
660,left_240x20_irisbee,90440d3-normalized.ppm,1
661,left_240x20_irisbee,05299d40-normalized.ppm,2
662,left_240x20_irisbee,05542d183-normalized.ppm,2
663,left_240x20_irisbee,06115d343-normalized.ppm,0
664,left_240x20_irisbee,90336d3-normalized.ppm,1
665,left_240x20_irisbee,90097d162-normalized.ppm,0
666,left_240x20_irisbee,06375d3-normalized.ppm,0
667,left_240x20_irisbee,05859d220-normalized.ppm,2
668,left_240x20_irisbee,06588d2-normalized.ppm,2
669,left_240x20_irisbee,06089d54-normalized.ppm,2
670,left_240x20_irisbee,90394d3-normalized.ppm,2
671,left_240x20_irisbee,06384d132-normalized.ppm,1
672,left_240x20_irisbee,05444d69-normalized.ppm,1
673,left_240x20_irisbee,06382d1-normalized.ppm,2
674,left_240x20_irisbee,90298d1-normalized.ppm,0
675,left_240x20_irisbee,05481d477-normalized.ppm,2
676,left_240x20_irisbee,06625d94-normalized.ppm,2
677,left_240x20_irisbee,05484d324-normalized.ppm,1
678,left_240x20_irisbee,05540d442-normalized.ppm,2
679,left_240x20_irisbee,90165d89-normalized.ppm,0
680,left_240x20_irisbee,06239d1-normalized.ppm,1
681,left_240x20_irisbee,90322d1-normalized.ppm,0
682,left_240x20_irisbee,06489d62-normalized.ppm,2
683,left_240x20_irisbee,06255d1-normalized.ppm,1
684,left_240x20_irisbee,05191d442-normalized.ppm,1
685,left_240x20_irisbee,05998d54-normalized.ppm,1
686,left_240x20_irisbee,06480d321-normalized.ppm,1
687,left_240x20_irisbee,06530d276-normalized.ppm,0
688,left_240x20_irisbee,05368d290-normalized.ppm,1
689,left_240x20_irisbee,06570d179-normalized.ppm,2
690,left_240x20_irisbee,06673d85-normalized.ppm,1
691,left_240x20_irisbee,90445d1-normalized.ppm,1
692,left_240x20_irisbee,90406d1-normalized.ppm,2
693,left_240x20_irisbee,06270d95-normalized.ppm,2
694,left_240x20_irisbee,05868d337-normalized.ppm,0
695,left_240x20_irisbee,06098d85-normalized.ppm,2
696,left_240x20_irisbee,06182d112-normalized.ppm,2
697,left_240x20_irisbee,06350d5-normalized.ppm,1
698,left_240x20_irisbee,90305d1-normalized.ppm,2
699,left_240x20_irisbee,05534d29-normalized.ppm,2
700,left_240x20_irisbee,05464d28-normalized.ppm,0
701,left_240x20_irisbee,06435d3-normalized.ppm,2
702,left_240x20_irisbee,05963d660-normalized.ppm,2
703,left_240x20_irisbee,06508d29-normalized.ppm,1
704,left_240x20_irisbee,05960d47-normalized.ppm,1
705,left_240x20_irisbee,05937d247-normalized.ppm,2
706,left_240x20_irisbee,90280d1-normalized.ppm,0
707,left_240x20_irisbee,05793d235-normalized.ppm,2
708,left_240x20_irisbee,06033d69-normalized.ppm,2
709,left_240x20_irisbee,06498d91-normalized.ppm,2
710,left_240x20_irisbee,06519d42-normalized.ppm,1
711,left_240x20_irisbee,06223d1-normalized.ppm,2
712,left_240x20_irisbee,90119d40-normalized.ppm,0
713,left_240x20_irisbee,06466d32-normalized.ppm,2
714,left_240x20_irisbee,06565d45-normalized.ppm,2
715,left_240x20_irisbee,06704d85-normalized.ppm,2
716,left_240x20_irisbee,05675d302-normalized.ppm,2
717,left_240x20_irisbee,06368d219-normalized.ppm,0
718,left_240x20_irisbee,90324d3-normalized.ppm,2
719,left_240x20_irisbee,05894d109-normalized.ppm,2
720,left_240x20_irisbee,05601d729-normalized.ppm,2
721,left_240x20_irisbee,06474d439-normalized.ppm,1
722,left_240x20_irisbee,05962d12-normalized.ppm,1
723,left_240x20_irisbee,06478d34-normalized.ppm,2
724,left_240x20_irisbee,90055d82-normalized.ppm,2
725,left_240x20_irisbee,05765d170-normalized.ppm,1
726,left_240x20_irisbee,06485d626-normalized.ppm,2
727,left_240x20_irisbee,06180d3-normalized.ppm,2
728,left_240x20_irisbee,05479d140-normalized.ppm,0
729,left_240x20_irisbee,06108d93-normalized.ppm,1
730,left_240x20_irisbee,06221d334-normalized.ppm,1
731,left_240x20_irisbee,05306d94-normalized.ppm,1
732,left_240x20_irisbee,05830d1051-normalized.ppm,2
733,left_240x20_irisbee,06200d59-normalized.ppm,1
734,left_240x20_irisbee,05818d89-normalized.ppm,2
735,left_240x20_irisbee,90343d3-normalized.ppm,0
736,left_240x20_irisbee,05580d16-normalized.ppm,1
737,left_240x20_irisbee,06648d44-normalized.ppm,2
738,left_240x20_irisbee,05487d48-normalized.ppm,2
739,left_240x20_irisbee,06619d61-normalized.ppm,2
740,left_240x20_irisbee,06538d41-normalized.ppm,0
741,left_240x20_irisbee,05844d118-normalized.ppm,0
742,left_240x20_irisbee,05518d62-normalized.ppm,2
743,left_240x20_irisbee,05762d3-normalized.ppm,1
744,left_240x20_irisbee,05587d825-normalized.ppm,1
745,left_240x20_irisbee,90451d1-normalized.ppm,2
746,left_240x20_irisbee,05973d39-normalized.ppm,1
747,left_240x20_irisbee,06536d46-normalized.ppm,1
748,left_240x20_irisbee,06069d58-normalized.ppm,1
749,left_240x20_irisbee,05381d53-normalized.ppm,2
750,left_240x20_irisbee,90301d1-normalized.ppm,0
751,left_240x20_irisbee,06282d50-normalized.ppm,1
752,left_240x20_irisbee,06718d53-normalized.ppm,0
753,left_240x20_irisbee,05502d129-normalized.ppm,2
754,left_240x20_irisbee,05558d68-normalized.ppm,1
755,left_240x20_irisbee,05843d35-normalized.ppm,2
756,left_240x20_irisbee,06583d259-normalized.ppm,2
757,left_240x20_irisbee,05644d58-normalized.ppm,2
758,left_240x20_irisbee,06114d35-normalized.ppm,2
759,left_240x20_irisbee,06456d417-normalized.ppm,0
760,left_240x20_irisbee,05233d365-normalized.ppm,1
761,left_240x20_irisbee,90100d45-normalized.ppm,1
762,left_240x20_irisbee,90323d3-normalized.ppm,1
763,left_240x20_irisbee,05895d28-normalized.ppm,0
764,left_240x20_irisbee,06550d45-normalized.ppm,1
765,left_240x20_irisbee,05822d203-normalized.ppm,1
766,left_240x20_irisbee,05569d16-normalized.ppm,2
767,left_240x20_irisbee,05454d106-normalized.ppm,0
768,left_240x20_irisbee,05758d14-normalized.ppm,1
769,left_240x20_irisbee,90219d88-normalized.ppm,1
770,left_240x20_irisbee,05315d95-normalized.ppm,1
771,left_240x20_irisbee,06415d44-normalized.ppm,2
772,left_240x20_irisbee,06410d5-normalized.ppm,2
773,left_240x20_irisbee,05881d321-normalized.ppm,2
774,left_240x20_irisbee,05480d67-normalized.ppm,1
775,left_240x20_irisbee,90414d1-normalized.ppm,1
776,left_240x20_irisbee,06227d3-normalized.ppm,2
777,left_240x20_irisbee,05541d1421-normalized.ppm,0
778,left_240x20_irisbee,06675d88-normalized.ppm,2
779,left_240x20_irisbee,05045d514-normalized.ppm,1
780,left_240x20_irisbee,05694d184-normalized.ppm,2
781,left_240x20_irisbee,06630d90-normalized.ppm,2
782,left_240x20_irisbee,06219d3-normalized.ppm,2
783,left_240x20_irisbee,06002d94-normalized.ppm,1
784,left_240x20_irisbee,05686d3-normalized.ppm,1
785,left_240x20_irisbee,90294d1-normalized.ppm,1
786,left_240x20_irisbee,05888d83-normalized.ppm,0
787,left_240x20_irisbee,06584d329-normalized.ppm,2
788,left_240x20_irisbee,90145d85-normalized.ppm,2
789,left_240x20_irisbee,06589d348-normalized.ppm,1
790,left_240x20_irisbee,04649d319-normalized.ppm,2
791,left_240x20_irisbee,05618d757-normalized.ppm,2
792,left_240x20_irisbee,06279d5-normalized.ppm,1
793,left_240x20_irisbee,06163d3-normalized.ppm,2
794,left_240x20_irisbee,06621d91-normalized.ppm,2
795,left_240x20_irisbee,05467d37-normalized.ppm,1
796,left_240x20_irisbee,05536d47-normalized.ppm,1
797,left_240x20_irisbee,05966d84-normalized.ppm,2
798,left_240x20_irisbee,06297d3-normalized.ppm,2
799,left_240x20_irisbee,05889d34-normalized.ppm,2
800,left_240x20_irisbee,06316d647-normalized.ppm,1
801,left_240x20_irisbee,06596d5-normalized.ppm,1
802,left_240x20_irisbee,05682d87-normalized.ppm,1
803,left_240x20_irisbee,05864d66-normalized.ppm,2
804,left_240x20_irisbee,05871d90-normalized.ppm,0
805,left_240x20_irisbee,05387d70-normalized.ppm,1
806,left_240x20_irisbee,05304d119-normalized.ppm,1
807,left_240x20_irisbee,90471d1-normalized.ppm,1
808,left_240x20_irisbee,90384d1-normalized.ppm,2
809,left_240x20_irisbee,06000d1093-normalized.ppm,0
810,left_240x20_irisbee,05316d56-normalized.ppm,1
811,left_240x20_irisbee,06618d196-normalized.ppm,1
812,left_240x20_irisbee,05725d94-normalized.ppm,1
813,left_240x20_irisbee,05918d26-normalized.ppm,1
814,left_240x20_irisbee,06113d68-normalized.ppm,2
815,left_240x20_irisbee,06193d31-normalized.ppm,2
816,left_240x20_irisbee,06420d1-normalized.ppm,2
817,left_240x20_irisbee,05662d35-normalized.ppm,2
818,left_240x20_irisbee,06224d1-normalized.ppm,2
819,left_240x20_irisbee,05719d133-normalized.ppm,2
820,left_240x20_irisbee,05926d10-normalized.ppm,1
821,left_240x20_irisbee,05684d1-normalized.ppm,2
822,left_240x20_irisbee,06649d65-normalized.ppm,2
823,left_240x20_irisbee,06373d3-normalized.ppm,1
824,left_240x20_irisbee,06699d84-normalized.ppm,1
825,left_240x20_irisbee,05808d454-normalized.ppm,2
826,left_240x20_irisbee,06169d1-normalized.ppm,1
827,left_240x20_irisbee,05544d17-normalized.ppm,2
828,left_240x20_irisbee,06543d42-normalized.ppm,1
829,left_240x20_irisbee,06421d5-normalized.ppm,1
830,left_240x20_irisbee,05475d29-normalized.ppm,2
831,left_240x20_irisbee,05535d28-normalized.ppm,2
832,left_240x20_irisbee,05392d137-normalized.ppm,2
833,left_240x20_irisbee,06233d174-normalized.ppm,2
834,left_240x20_irisbee,05785d584-normalized.ppm,2
835,left_240x20_irisbee,90368d5-normalized.ppm,1
836,left_240x20_irisbee,06567d2-normalized.ppm,2
837,left_240x20_irisbee,05919d1311-normalized.ppm,2
838,left_240x20_irisbee,05745d48-normalized.ppm,2
839,left_240x20_irisbee,05179d344-normalized.ppm,0
840,left_240x20_irisbee,05811d37-normalized.ppm,0
841,left_240x20_irisbee,90346d1-normalized.ppm,1
842,left_240x20_irisbee,06638d132-normalized.ppm,1
843,left_240x20_irisbee,06703d84-normalized.ppm,0
844,left_240x20_irisbee,06087d38-normalized.ppm,0
845,left_240x20_irisbee,90363d3-normalized.ppm,1
846,left_240x20_irisbee,05988d45-normalized.ppm,2
847,left_240x20_irisbee,05411d112-normalized.ppm,2
848,left_240x20_irisbee,05716d3-normalized.ppm,2
849,left_240x20_irisbee,05764d199-normalized.ppm,2
850,left_240x20_irisbee,05866d35-normalized.ppm,2
851,left_240x20_irisbee,06695d93-normalized.ppm,2
852,left_240x20_irisbee,06165d93-normalized.ppm,2
853,left_240x20_irisbee,05494d70-normalized.ppm,2
854,left_240x20_irisbee,90022d175-normalized.ppm,2
855,left_240x20_irisbee,06482d476-normalized.ppm,0
856,left_240x20_irisbee,06338d1-normalized.ppm,1
857,left_240x20_irisbee,05640d6-normalized.ppm,1
858,left_240x20_irisbee,06190d110-normalized.ppm,2
859,left_240x20_irisbee,05364d101-normalized.ppm,1
860,left_240x20_irisbee,06272d1-normalized.ppm,2
861,left_240x20_irisbee,06241d31-normalized.ppm,2
862,left_240x20_irisbee,90288d3-normalized.ppm,2
863,left_240x20_irisbee,05984d37-normalized.ppm,2
864,left_240x20_irisbee,05380d157-normalized.ppm,2
865,left_240x20_irisbee,06623d94-normalized.ppm,0
866,left_240x20_irisbee,06447d3-normalized.ppm,1
867,left_240x20_irisbee,05848d102-normalized.ppm,0
868,left_240x20_irisbee,05652d31-normalized.ppm,1
869,left_240x20_irisbee,05873d37-normalized.ppm,1
870,left_240x20_irisbee,05635d59-normalized.ppm,1
871,left_240x20_irisbee,05455d837-normalized.ppm,2
872,left_240x20_irisbee,06717d52-normalized.ppm,2
873,left_240x20_irisbee,06225d5-normalized.ppm,1
874,left_240x20_irisbee,05244d490-normalized.ppm,2
875,left_240x20_irisbee,06164d33-normalized.ppm,2
876,left_240x20_irisbee,90104d110-normalized.ppm,1
877,left_240x20_irisbee,06610d182-normalized.ppm,2
878,left_240x20_irisbee,06336d156-normalized.ppm,1
879,left_240x20_irisbee,05803d115-normalized.ppm,2
880,left_240x20_irisbee,05520d193-normalized.ppm,1
881,left_240x20_irisbee,90304d3-normalized.ppm,1
882,left_240x20_irisbee,05947d13-normalized.ppm,2
883,left_240x20_irisbee,05819d192-normalized.ppm,2
884,left_240x20_irisbee,05738d32-normalized.ppm,1
885,left_240x20_irisbee,05338d360-normalized.ppm,2
886,left_240x20_irisbee,04252d463-normalized.ppm,1
887,left_240x20_irisbee,06503d242-normalized.ppm,2
888,left_240x20_irisbee,05739d5-normalized.ppm,1
889,left_240x20_irisbee,04815d1019-normalized.ppm,2
890,left_240x20_irisbee,05771d5-normalized.ppm,2
891,left_240x20_irisbee,90403d1-normalized.ppm,2
892,left_240x20_irisbee,06650d63-normalized.ppm,2
893,left_240x20_irisbee,06392d3-normalized.ppm,2
894,left_240x20_irisbee,05713d364-normalized.ppm,2
895,left_240x20_irisbee,05412d140-normalized.ppm,0
896,left_240x20_irisbee,05268d108-normalized.ppm,2
897,left_240x20_irisbee,06111d61-normalized.ppm,1
898,left_240x20_irisbee,05586d16-normalized.ppm,0
899,left_240x20_irisbee,06734d15-normalized.ppm,2
900,left_240x20_irisbee,05383d54-normalized.ppm,1
901,left_240x20_irisbee,05927d14-normalized.ppm,1
902,left_240x20_irisbee,05156d454-normalized.ppm,0
903,left_240x20_irisbee,06099d40-normalized.ppm,0
904,left_240x20_irisbee,06305d1-normalized.ppm,1
905,left_240x20_irisbee,05814d59-normalized.ppm,2
906,left_240x20_irisbee,05968d16-normalized.ppm,2
907,left_240x20_irisbee,05987d35-normalized.ppm,2
908,left_240x20_irisbee,06462d259-normalized.ppm,0
909,left_240x20_irisbee,06286d3-normalized.ppm,2
910,left_240x20_irisbee,90271d3-normalized.ppm,2
911,left_240x20_irisbee,90344d1-normalized.ppm,2
912,left_240x20_irisbee,06398d3-normalized.ppm,2
913,left_240x20_irisbee,06539d238-normalized.ppm,1
914,left_240x20_irisbee,06127d63-normalized.ppm,1
915,left_240x20_irisbee,06568d314-normalized.ppm,2
916,left_240x20_irisbee,06251d31-normalized.ppm,0
917,left_240x20_irisbee,90405d3-normalized.ppm,2
918,left_240x20_irisbee,04629d1455-normalized.ppm,2
919,left_240x20_irisbee,06256d3-normalized.ppm,1
920,left_240x20_irisbee,06428d155-normalized.ppm,1
921,left_240x20_irisbee,06343d5-normalized.ppm,1
922,left_240x20_irisbee,06465d37-normalized.ppm,2
923,left_240x20_irisbee,05885d10-normalized.ppm,2
924,left_240x20_irisbee,06722d83-normalized.ppm,2
925,left_240x20_irisbee,05442d523-normalized.ppm,1
926,left_240x20_irisbee,05655d60-normalized.ppm,1
927,left_240x20_irisbee,90473d1-normalized.ppm,0
928,left_240x20_irisbee,05972d39-normalized.ppm,2
929,left_240x20_irisbee,05979d37-normalized.ppm,2
930,left_240x20_irisbee,06451d76-normalized.ppm,2
931,left_240x20_irisbee,06034d211-normalized.ppm,1
932,left_240x20_irisbee,06240d579-normalized.ppm,1
933,left_240x20_irisbee,04397d1584-normalized.ppm,1
934,left_240x20_irisbee,06546d26-normalized.ppm,0
935,left_240x20_irisbee,06028d887-normalized.ppm,2
936,left_240x20_irisbee,06228d3-normalized.ppm,2
937,left_240x20_irisbee,05757d132-normalized.ppm,1
938,left_240x20_irisbee,06723d82-normalized.ppm,2
939,left_240x20_irisbee,06294d5-normalized.ppm,1
940,left_240x20_irisbee,06088d39-normalized.ppm,2
941,left_240x20_irisbee,05495d27-normalized.ppm,1
942,left_240x20_irisbee,05616d1038-normalized.ppm,2
943,left_240x20_irisbee,06320d643-normalized.ppm,2
944,left_240x20_irisbee,05698d5-normalized.ppm,1
945,left_240x20_irisbee,06488d29-normalized.ppm,2
946,left_240x20_irisbee,05524d120-normalized.ppm,1
947,left_240x20_irisbee,05683d1-normalized.ppm,1
948,left_240x20_irisbee,05617d88-normalized.ppm,1
949,left_240x20_irisbee,06296d593-normalized.ppm,1
950,left_240x20_irisbee,05969d93-normalized.ppm,2
951,left_240x20_irisbee,05497d28-normalized.ppm,2
952,left_240x20_irisbee,06586d274-normalized.ppm,1
953,left_240x20_irisbee,05890d171-normalized.ppm,2
954,left_240x20_irisbee,05459d367-normalized.ppm,1
955,left_240x20_irisbee,06408d370-normalized.ppm,1
956,left_240x20_irisbee,90316d1-normalized.ppm,2
957,left_240x20_irisbee,06501d53-normalized.ppm,1
958,left_240x20_irisbee,05302d65-normalized.ppm,0
959,left_240x20_irisbee,05708d166-normalized.ppm,1
960,left_240x20_irisbee,05982d30-normalized.ppm,2
961,left_240x20_irisbee,05993d135-normalized.ppm,2
962,left_240x20_irisbee,06628d88-normalized.ppm,1
963,left_240x20_irisbee,05562d101-normalized.ppm,2
964,left_240x20_irisbee,05648d118-normalized.ppm,2
965,left_240x20_irisbee,05775d1024-normalized.ppm,1
966,left_240x20_irisbee,06634d224-normalized.ppm,1
967,left_240x20_irisbee,06187d364-normalized.ppm,1
968,left_240x20_irisbee,05736d3-normalized.ppm,2
969,left_240x20_irisbee,06110d95-normalized.ppm,1
970,left_240x20_irisbee,05851d39-normalized.ppm,1
971,left_240x20_irisbee,06662d166-normalized.ppm,2
972,left_240x20_irisbee,90356d1-normalized.ppm,0
973,left_240x20_irisbee,05721d245-normalized.ppm,2
974,left_240x20_irisbee,06432d1-normalized.ppm,2
975,left_240x20_irisbee,05728d198-normalized.ppm,1
976,left_240x20_irisbee,05606d126-normalized.ppm,2
977,left_240x20_irisbee,06397d262-normalized.ppm,1
978,left_240x20_irisbee,06188d5-normalized.ppm,2
979,left_240x20_irisbee,90125d45-normalized.ppm,2
980,left_240x20_irisbee,05744d1-normalized.ppm,2
981,left_240x20_irisbee,90358d1-normalized.ppm,1
982,left_240x20_irisbee,06238d35-normalized.ppm,2
983,left_240x20_irisbee,05978d57-normalized.ppm,1
984,left_240x20_irisbee,06647d62-normalized.ppm,2
985,left_240x20_irisbee,05875d249-normalized.ppm,1
986,left_240x20_irisbee,90354d1-normalized.ppm,0
987,left_240x20_irisbee,05576d80-normalized.ppm,1
988,left_240x20_irisbee,05674d571-normalized.ppm,2
989,left_240x20_irisbee,05922d120-normalized.ppm,1
990,left_240x20_irisbee,05313d27-normalized.ppm,2
991,left_240x20_irisbee,05718d5-normalized.ppm,2
992,left_240x20_irisbee,05500d392-normalized.ppm,1
993,left_240x20_irisbee,05795d372-normalized.ppm,1
994,left_240x20_irisbee,90279d3-normalized.ppm,2
995,left_240x20_irisbee,05741d3-normalized.ppm,1
996,left_240x20_irisbee,90408d3-normalized.ppm,2
